station_ID,id_at_source,available_data,source_URL,latitude,longitude,description,site_params
USBR_HAY,HAY,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HAY&ui=true&interval=daily""]}",44.5,-121.15333333333334,"Haystack Reservoir near Culver, OR",{}
USBR_HEII,HEII,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HEII&ui=true&interval=daily""]}",43.612500000000004,-111.66000000000001,"Snake River near Heise, ID",{}
USBR_HEN,HEN,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HEN&ui=true&interval=daily""]}",44.59722222222222,-111.3536111111111,"Henrys Lake Dam and Lake on Henrys Fork nr. Lake, ID",{}
USBR_HENI,HENI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HENI&ui=true&interval=daily""]}",44.595,-111.35,"Henrys Fork near Lake, ID",{}
USBR_HFAI,HFAI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HFAI&ui=true&interval=daily""]}",44.069722222222225,-111.51055555555556,"Henrys Fork near Ashton, ID",{}
USBR_HGH,HGH,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HGH&ui=true&interval=daily""]}",48.34111111111111,-114.01333333333334,"Hungry Horse Reservoir near Hungry Horse, MT",{}
USBR_HGHM,HGHM,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HGHM&ui=true&interval=daily""]}",48.35666666666667,-114.03666666666666,S.Fk. Flathead Riv nr Columbia Falls at Hungry Horse,{}
USBR_HPCO,HPCO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HPCO&ui=true&interval=daily""]}",42.12888888888889,-122.47722222222222,"Howard Prairie Delivery Canal & Keene Creek Dam, OR",{}
USBR_HPD,HPD,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HPD&ui=true&interval=daily""]}",42.21666666666667,-122.3761111111111,"Howard Prairie Lake and Dam near Ashland, OR",{}
USBR_HRSI,HRSI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HRSI&ui=true&interval=daily""]}",43.94499999999999,-116.19694444444445,"Payette River near Horseshoe Bend, ID",{}
USBR_HYA,HYA,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=HYA&ui=true&interval=daily""]}",42.17222222222222,-122.46666666666667,"Hyatt Dam and Reservoir near Ashland, OR",{}
USBR_IDCI,IDCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=IDCI&ui=true&interval=daily""]}",43.61388888888889,-112.05277777777778,"Idaho Canal near Lewisville, ID",{}
USBR_INCI,INCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=INCI&ui=true&interval=daily""]}",43.95888888888889,-111.70111111111112,Independent Canal,{}
USBR_ISCI,ISCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=ISCI&ui=true&interval=daily""]}",43.69166666666666,-111.85416666666666,Island Canal,{}
USBR_ISL,ISL,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=ISL&ui=true&interval=daily""]}",44.41972222222222,-111.41388888888889,"Island Park Dam and Reservoir, ID",{}
USBR_ISLI,ISLI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=ISLI&ui=true&interval=daily""]}",44.41638888888889,-111.39472222222223,"Henrys Fork near Island Park, ID",{}
USBR_JCK,JCK,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=JCK&ui=true&interval=daily""]}",43.85916666666667,-110.58972222222222,"Jackson Lake at Dam on Snake River near Moran, WY",{}
USBR_JKSY,JKSY,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=JKSY&ui=true&interval=daily""]}",43.37222222222222,-110.73861111111111,"Snake River below Flat Creek near Jackson, WY",{}
USBR_JRPI,JRPI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=JRPI&ui=true&interval=daily""]}",43.85138888888889,-111.25333333333333,J. Ricks Pipeline (Teton River),{}
USBR_KAC,KAC,"{""conditions"": [""wse(m)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=KAC&ui=true&interval=daily""]}",47.264722222222225,-121.20444444444445,"KACHESS RESERVOIR,RIVER AND WEATHER STATION",{}
USBR_KEE,KEE,"{""conditions"": [""inflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=KEE&ui=true&interval=daily""]}",47.32222222222222,-121.33888888888889,KEECHELUS RESERVOIR-YAK AT MARTIN AND WEATHER STA.,{}
USBR_KIOW,KIOW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=KIOW&ui=true&interval=daily""]}",46.25333333333333,-119.47722222222222,"YAKIMA RIVER AT KIONA, WA",{}
USBR_KTCW,KTCW,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=KTCW&ui=true&interval=daily""]}",47.23888888888889,-121.18333333333334,KITTITAS CANAL,{}
USBR_LABI,LABI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LABI&ui=true&interval=daily""]}",43.690555555555555,-111.85555555555555,"West Labelle and Long Island Canal near Rigby, ID",{}
USBR_LACI,LACI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LACI&ui=true&interval=daily""]}",43.67333333333333,-111.80416666666666,East Labelle Weir,{}
USBR_LAPO,LAPO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LAPO&ui=true&interval=daily""]}",43.689166666666665,-121.50166666666667,"Little Deschutes River near LaPine, OR",{}
USBR_LBCO,LBCO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LBCO&ui=true&interval=daily""]}",42.42222222222222,-122.62222222222222,"Little Butte Creek at Lakecreek, OR",{}
USBR_LBEO,LBEO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LBEO&ui=true&interval=daily""]}",42.46277777777778,-122.81527777777778,"Little Butte Creek below Eagle Point, OR",{}
USBR_LEFO,LEFO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LEFO&ui=true&interval=daily""]}",45.505833333333335,-123.21833333333333,"Tualatin River below Lee Falls nr Cherry Grove, OR",{}
USBR_LNRW,LNRW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LNRW&ui=true&interval=daily""]}",46.987500000000004,-121.09861111111111,"LITTLE NACHES RIVER NEAR NILE, WA",{}
USBR_LORI,LORI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LORI&ui=true&interval=daily""]}",43.73527777777778,-111.87805555555555,"Snake River at Lorenzo, ID",{}
USBR_LOW,LOW,"{""conditions"": [""wse(m)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LOW&ui=true&interval=daily""]}",43.57833333333333,-116.7088888888889,"Lake Lowell at Lower Embankment near Caldwell, ID",{}
USBR_LPPI,LPPI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LPPI&ui=true&interval=daily""]}",42.53333333333333,-113.96666666666667,"PA Lateral (Pumping Plant) near Milner, ID",{}
USBR_LUC,LUC,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LUC&ui=true&interval=daily""]}",43.54194444444444,-116.05416666666666,"Lucky Peak Lake near Boise, ID",{}
USBR_LWOI,LWOI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=LWOI&ui=true&interval=daily""]}",43.49305555555556,-114.05722222222222,"Little Wood River above High Five Creek, ID",{}
USBR_MABO,MABO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MABO&ui=true&interval=daily""]}",43.95027777777778,-118.17444444444445,"North Fork Malheur River abv Beulah Res, OR",{}
USBR_MADO,MADO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MADO&ui=true&interval=daily""]}",43.78472222222222,-118.33055555555555,"Malheur River near Drewsey, OR",{}
USBR_MALO,MALO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MALO&ui=true&interval=daily""]}",44.040277777777774,-117.02055555555556,"Malheur River at 36th St. Bridge near Ontario, OR",{}
USBR_MAN,MAN,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MAN&ui=true&interval=daily""]}",44.39138888888889,-116.89444444444445,"Mann Creek Dam and Reservoir nr Weiser, ID",{}
USBR_MAXO,MAXO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MAXO&ui=true&interval=daily""]}",45.80472222222222,-119.35777777777777,"Maxwell Canal near Hermiston, OR",{}
USBR_MCK,MCK,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MCK&ui=true&interval=daily""]}",45.60777777777778,-118.79166666666667,"McKay Reservoir near Pendleton, OR",{}
USBR_MCKO,MCKO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MCKO&ui=true&interval=daily""]}",45.60944444444445,-118.79861111111111,"Mckay Creek near Pendleton, OR",{}
USBR_MFDO,MFDO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MFDO&ui=true&interval=daily""]}",42.33083333333334,-122.87166666666666,"Bear Creek at Medford, OR",{}
USBR_MIII,MIII,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MIII&ui=true&interval=daily""]}",42.527499999999996,-114.01027777777777,Milner-Gooding Canal,{}
USBR_MIL,MIL,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MIL&ui=true&interval=daily""]}",42.52361111111111,-114.01388888888889,"Milner Dam and Reservoir, Idaho",{}
USBR_MILI,MILI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MILI&ui=true&interval=daily""]}",42.52833333333333,-114.01833333333333,"Snake River at Milner, Idaho",{}
USBR_MIN,MIN,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MIN&ui=true&interval=daily""]}",42.670833333333334,-113.48333333333333,"Minidoka Dam and Lake Walcott, ID",{}
USBR_MINI,MINI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MINI&ui=true&interval=daily""]}",42.67305555555555,-113.49944444444445,"Snake River near Minidoka, ID",{}
USBR_MLCI,MLCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MLCI&ui=true&interval=daily""]}",42.519444444444446,-114.01,"Milner Irrigation Canal near Milner, ID",{}
USBR_MLCO,MLCO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MLCO&ui=true&interval=daily""]}",44.407222222222224,-120.63972222222223,"Mill Creek nr Prineville, OR",{}
USBR_MORI,MORI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MORI&ui=true&interval=daily""]}",43.64805555555556,-115.9888888888889,"Mores Creek above Robie Creek, ID",{}
USBR_MPCI,MPCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MPCI&ui=true&interval=daily""]}",42.53361111111111,-113.94694444444445,"Minidoka North Side Pump Canal near Burley, ID",{}
USBR_MRYI,MRYI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MRYI&ui=true&interval=daily""]}",44.06166666666666,-111.32833333333333,"Marysville Canal near Squirrel, ID",{}
USBR_MXCI,MXCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MXCI&ui=true&interval=daily""]}",42.558611111111105,-114.05138888888888,"North Side X-Cut Diversion from Gooding, ID",{}
USBR_MYKO,MYKO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=MYKO&ui=true&interval=daily""]}",45.549166666666665,-118.77333333333333,"Mckay Creek near Pilot Rock, OR",{}
USBR_NACW,NACW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NACW&ui=true&interval=daily""]}",46.745555555555555,-120.76805555555555,"NACHES RIVER NEAR NACHES,WA.",{}
USBR_NCAO,NCAO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NCAO&ui=true&interval=daily""]}",44.077222222222225,-121.30194444444444,"North Canal near Bend, OR",{}
USBR_NFLO,NFLO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NFLO&ui=true&interval=daily""]}",42.40277777777778,-122.53666666666666,"North Fork Little Butte Creek at 140, OR",{}
USBR_NLCI,NLCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NLCI&ui=true&interval=daily""]}",43.299166666666665,-112.22500000000001,New Lavaside Canal,{}
USBR_NMCO,NMCO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NMCO&ui=true&interval=daily""]}",44.077222222222225,-121.30194444444444,North Unit Main Canal,{}
USBR_NPAO,NPAO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NPAO&ui=true&interval=daily""]}",45.01277777777778,-118.05305555555556,N. Powder River bel Anthony Cr nr North Powder,{}
USBR_NPDO,NPDO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=NPDO&ui=true&interval=daily""]}",45.0575,-117.84083333333332,Powder River abv Thief Valley Res nr. North Powder,{}
USBR_OCH,OCH,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=OCH&ui=true&interval=daily""]}",44.29861111111111,-120.72500000000001,"Ochoco Reservoir near Prineville, OR",{}
USBR_OCHO,OCHO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=OCHO&ui=true&interval=daily""]}",44.29888888888889,-120.72777777777777,"Ochoco Creek below Ochoco Reservoir, OR",{}
USBR_OCRO,OCRO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=OCRO&ui=true&interval=daily""]}",44.333333333333336,-120.58277777777778,"Ochoco Cr. above Reservoir nr Prineville, OR",{}
USBR_OSCI,OSCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=OSCI&ui=true&interval=daily""]}",43.62916666666667,-112.07916666666667,Osgood Canal,{}
USBR_OWY,OWY,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=OWY&ui=true&interval=daily""]}",43.65833333333333,-117.25833333333334,"Lake Owyhee and Owyhee River near Nyssa, OR",{}
USBR_PAL,PAL,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PAL&ui=true&interval=daily""]}",43.334722222222226,-111.20555555555556,"Palisades Reservoir near Irwin, ID",{}
USBR_PALI,PALI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PALI&ui=true&interval=daily""]}",43.350833333333334,-111.21833333333333,"Snake River near Irwin, ID",{}
USBR_PARI,PARI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PARI&ui=true&interval=daily""]}",43.781666666666666,-116.9713888888889,"Boise River near Parma, ID",{}
USBR_PARW,PARW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PARW&ui=true&interval=daily""]}",46.496771,-120.441444,"YAKIMA RIVER NEAR PARKER, WA.",{}
USBR_PAY,PAY,"{""conditions"": [""wse(m)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PAY&ui=true&interval=daily""]}",44.91222222222222,-116.11944444444444,"Payette Lake at McCall, Idaho",{}
USBR_PAYI,PAYI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PAYI&ui=true&interval=daily""]}",44.90833333333333,-116.11944444444444,"North Fork Payette River at McCall, Idaho",{}
USBR_PCKY,PCKY,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PCKY&ui=true&interval=daily""]}",43.85027777777778,-110.51777777777778,"Pacific Creek at Moran, WY",{}
USBR_PDTO,PDTO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PDTO&ui=true&interval=daily""]}",45.67222222222222,-118.79166666666667,"Umatilla River at Pendleton, OR",{}
USBR_PECI,PECI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PECI&ui=true&interval=daily""]}",43.284166666666664,-112.25,Peoples Canal,{}
USBR_PHL,PHL,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PHL&ui=true&interval=daily""]}",44.67222222222222,-117.99444444444444,"Mason Dam and Phillips Lake near Sumpter, OR",{}
USBR_PLCI,PLCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PLCI&ui=true&interval=daily""]}",43.74583333333334,-112.10277777777777,"Palisades Canal near Irwin, ID",{}
USBR_PLEI,PLEI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PLEI&ui=true&interval=daily""]}",43.896388888888886,-116.62583333333333,"Payette River near Letha, ID",{}
USBR_POCI,POCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=POCI&ui=true&interval=daily""]}",43.503055555555555,-112.04805555555555,Porter Canal,{}
USBR_PRHO,PRHO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PRHO&ui=true&interval=daily""]}",44.68611111111111,-118.1,"Powder River at Hudspeth Lane near Sumpter, OR",{}
USBR_PRKI,PRKI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PRKI&ui=true&interval=daily""]}",43.68888888888888,-111.86611111111111,"Parks and Lewisville Canal near Rigby, ID",{}
USBR_PRLI,PRLI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PRLI&ui=true&interval=daily""]}",44.084722222222226,-115.60277777777777,"South Fork Payette River at Lowman, ID",{}
USBR_PRPI,PRPI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PRPI&ui=true&interval=daily""]}",44.0425,-116.92416666666666,"Payette River near Payette, ID",{}
USBR_PRV,PRV,"{""conditions"": [""wse(m)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PRV&ui=true&interval=daily""]}",44.11388888888889,-120.78055555555555,"Prineville Reservoir nr Prineville, OR",{}
USBR_PRVO,PRVO,"{""conditions"": [""max_temp(C)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PRVO&ui=true&interval=daily""]}",44.11388888888889,-120.79444444444444,"Crooked River near Prineville, OR",{}
USBR_PWDO,PWDO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=PWDO&ui=true&interval=daily""]}",44.76833333333333,-117.83055555555555,"Powder River at Baker, OR",{}
USBR_RBDW,RBDW,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RBDW&ui=true&interval=daily""]}",46.75,-120.46666666666667,YAKIMA RIVER BELOW ROZA DAM,{}
USBR_RDWI,RDWI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RDWI&ui=true&interval=daily""]}",43.71555555555556,-111.81416666666667,Reid Weir,{}
USBR_RECI,RECI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RECI&ui=true&interval=daily""]}",43.37222222222222,-112.15,Reservation Canal,{}
USBR_REXI,REXI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=REXI&ui=true&interval=daily""]}",43.825833333333335,-111.905,"Henrys Fork near Rexburg, ID",{}
USBR_RGCI,RGCI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RGCI&ui=true&interval=daily""]}",43.68555555555555,-111.85388888888889,Rigby Weir,{}
USBR_RICI,RICI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RICI&ui=true&interval=daily""]}",43.26361111111111,-112.30138888888888,Riverside Canal,{}
USBR_RIM,RIM,"{""conditions"": [""wse(m)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RIM&ui=true&interval=daily""]}",46.65277777777778,-121.125,"RIMROCK RESERVOIR,TIETON RIVER AND WEATHER STATION",{}
USBR_RIR,RIR,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RIR&ui=true&interval=daily""]}",43.597500000000004,-111.75861111111111,"Ririe Dam and Lake near Ririe, ID",{}
USBR_RJPI,RJPI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RJPI&ui=true&interval=daily""]}",43.91,-111.28444444444445,Ray and John Brown Pump,{}
USBR_ROMO,ROMO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=ROMO&ui=true&interval=daily""]}",42.86638888888889,-117.64888888888889,"Owyhee River near Rome, OR",{}
USBR_ROZW,ROZW,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=ROZW&ui=true&interval=daily""]}",46.61666666666667,-120.48333333333333,ROZA CANAL AT 11.0 MILE,{}
USBR_RRPI,RRPI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RRPI&ui=true&interval=daily""]}",43.91916666666666,-111.51472222222222,R. Brent Ricks Pipeline (Teton River),{}
USBR_RSA,RSA,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RSA&ui=true&interval=daily""]}",46.37111111111111,-116.85749999999999,"Reservoir A Near Lewiston Orchards, ID",{}
USBR_RSCW,RSCW,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RSCW&ui=true&interval=daily""]}",46.519444444444446,-120.47777777777777,NEW RESERVATION CANAL,{}
USBR_RSDI,RSDI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RSDI&ui=true&interval=daily""]}",43.24444444444445,-112.18444444444445,Reservation Drop,{}
USBR_RXRI,RXRI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=RXRI&ui=true&interval=daily""]}",43.83638888888889,-111.76388888888889,"Rexburg Irrigation Canal near Rexburg, ID",{}
USBR_SALY,SALY,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SALY&ui=true&interval=daily""]}",43.07972222222222,-111.03722222222223,"Salt River above Reservoir near Etna, WY",{}
USBR_SBCO,SBCO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SBCO&ui=true&interval=daily""]}",44.801944444444445,-121.06027777777777,"Mud SPrings Creek near Gateway, OR",{}
USBR_SBEO,SBEO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SBEO&ui=true&interval=daily""]}",45.867777777777775,-119.1713888888889,"Stanfield Branch Exchange Canal near Hermiston, OR",{}
USBR_SCLO,SCLO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SCLO&ui=true&interval=daily""]}",45.501666666666665,-123.25166666666667,"Scoggins Creek above Henry Hagg Lake, OR",{}
USBR_SCO,SCO,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SCO&ui=true&interval=daily""]}",45.47361111111111,-123.1975,"Scoggins Dam & Henry Hagg Lake nr Forest Grove, OR",{}
USBR_SCOO,SCOO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SCOO&ui=true&interval=daily""]}",45.46944444444445,-123.19888888888889,"Scoggins Creek below Henry Hagg Lake, Oregon",{}
USBR_SDCO,SDCO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SDCO&ui=true&interval=daily""]}",42.19972222222222,-122.35833333333333,"Soda Creek at Howard Prairie Delivery Canal, OR",{}
USBR_SFLO,SFLO,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SFLO&ui=true&interval=daily""]}",42.418055555555554,-122.6125,"South Fork Little Butte Creek at Mouth, OR",{}
USBR_SHYI,SHYI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SHYI&ui=true&interval=daily""]}",43.413333333333334,-112.13416666666667,"Snake River near Shelley, ID",{}
USBR_SLBO,SLBO,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SLBO&ui=true&interval=daily""]}",42.28361111111111,-122.40027777777779,"South Fork Little Butte Cr. Collection Canal, OR",{}
USBR_SNAI,SNAI,"{""conditions"": [""outflow(m3/d)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SNAI&ui=true&interval=daily""]}",43.1975,-112.36916666666666,"Snake River at Blackfoot, ID",{}
USBR_SNCW,SNCW,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SNCW&ui=true&interval=daily""]}",46.49444444444445,-120.42777777777778,SUNNYSIDE CANAL,{}
USBR_SNDI,SNDI,{},"{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SNDI&ui=true&interval=daily""]}",43.282777777777774,-112.15083333333334,Sand Creek at Wolverine Road,{}
USBR_SOL,SOL,"{""conditions"": [""storage(m3)""]}","{""url"": [""https://www.usbr.gov/pn-bin/inventory.pl?site=SOL&ui=true&interval=daily""]}",46.16722222222222,-116.73666666666666,Soldiers Meadow Reservoir,{}
